581197.32, 2172890.04
581200.43, 2172933.14
581206.91, 2172932.67
581208.67, 2172956.73
581210.96, 2172956.57
581211.20, 2172959.83
581208.91, 2172960.00
581209.99, 2172974.96
581187.98, 2172976.55
581186.03, 2172949.51
581155.48, 2172951.71
581154.34, 2172935.81
581172.52, 2172934.50
581172.12, 2172928.74
581187.45, 2172927.68
581186.57, 2172915.45
581178.86, 2172916.01
581178.58, 2172912.24
581186.30, 2172911.69
581184.80, 2172890.94
